metrics:	ochiai	ochiai2	tarantula	barinel	opt	dstar	meco	sgf_1	sgf_2	fo1	fo2	fo3	fo4	fo5	fo6	fo7	fo8	fo9	fo10	fo12	fo13	fo14	fo15	fo16	fo17	fo19	fo20	fo21	fo22	
Chart-21	8	8	8	8	8	4	4	8	8	469	8	194	330	89	529	8	8	590	398	194	398	590	126	194	5	123	126	262	398	
Chart-22	6	6	5	5	53	21	8	6	27	134	5	42	64	55	165	6	9	167	93	25	120	75	74	24	54	55	35	69	118	
Chart-23	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-147.0	C-144.0	C-1.0	C-144.0	C-30.0	C-30.0	C-1.0	C-1.0	C-30.0	C-30.0	C-142.0	C-144.0	
Chart-24	3	3	3	3	3	21	21	3	3	16	3	3	17	9	19	3	3	22	21	4	21	22	11	4	3	9	11	10	24	
Chart-25	32	30	4	4	2977	92	1908	32	2980	7493	32	107	5721	3212	7732	30	3	10604	5445	2189	6246	10738	3275	5021	161	3268	3185	4987	10654	
Chart-26	134	134	442	620	134	133	133	134	134	18457	134	134	18811	1258	20093	134	625	20387	1710	13163	7358	20387	4963	18811	134	2063	5454	1710	20387	
Time-1	2	2	2	2	2	1	1	2	2	2901	2	1377	1664	693	3592	2901	2	1558	1556	1377	1556	1038	1039	1377	1149	1038	1039	1553	1556	
Time-2	2	2	2	2	2	2	2	2	2	909	3	2157	2163	1169	909	911	3	2048	2045	2157	2045	1713	1713	2157	1697	1713	1713	2041	2045	
Time-3	1	1	1	1	1	1	1	1	1	3498	1	1	1000	1	3500	3498	1	4075	2758	1000	3239	1844	1845	1000	1	1842	1843	2660	4076	
Time-4	20	20	20	20	20	17	17	20	20	5780	19	4011	4057	1202	6961	5780	19	3542	3495	4011	3495	1725	1726	4011	3968	1724	1726	3449	3495	
Time-5	2	2	2	2	2	2	2	2	2	711	2	892	1728	706	711	712	2	2496	2220	1753	2365	1100	1246	1752	2	1086	1246	2132	2522	
Time-6	C-4.0	C-4.0	C-5.0	C-5.0	C-4.0	C-3.0	C-2.0	C-4.0	C-4.0	C-1.0	C-4.0	C-3.0	C-1.0	C-1.0	C-1.0	C-5.0	C-5.0	C-129.0	C-121.0	C-1.0	C-122.0	C-72.0	C-11.0	C-1.0	C-2.0	C-72.0	C-11.0	C-117.0	C-127.0	
Time-7	13	13	13	13	13	6	6	13	13	5385	13	3916	4102	1416	6809	5385	13	3702	3506	3967	3559	2139	2147	4021	3819	2138	2147	3422	3605	
Time-8	29	29	29	29	29	28	28	29	29	2370	26	1310	1310	328	2370	2374	26	1539	1541	1310	1541	493	492	1310	1310	493	492	1538	1541	
Time-9	3	3	3	3	3	2	2	3	3	3099	3	1330	1567	329	3423	3099	3	1524	1523	1330	1523	488	488	1330	1151	488	488	1520	1523	
Time-10	13	8	12	12	8	8	8	13	8	5951	3	3158	3841	1141	7127	5935	14	5294	4049	3559	4137	1762	1797	3650	2403	1749	1808	3858	4540	
Time-11	11	11	11	11	11	2	2	11	11	3604	11	1729	1920	922	4513	3604	11	4425	3258	1729	3258	1383	1383	1729	562	1383	1383	3067	3258	
Time-12	2	2	1	1	1581	21	44	5	651	3966	5	5	2568	1582	3966	1	1	4834	2837	1469	2980	1581	1563	1939	6	1582	1563	2675	3476	
Time-13	C-61.0	C-61.0	C-61.0	C-61.0	C-61.0	C-61.0	C-61.0	C-61.0	C-61.0	C-1.0	C-66.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-66.0	C-240.0	C-240.0	C-1.0	C-240.0	C-77.0	C-77.0	C-1.0	C-3.0	C-77.0	C-77.0	C-240.0	C-240.0	
Time-14	3	3	3	10	2	3	2	3	2	4979	2	2	4204	1292	6313	4913	8	6949	2846	3435	3521	2041	2082	4108	2	1976	2082	2750	6948	
Time-15	2	2	2	2	2	1	1	2	2	170	2	105	106	2	171	170	2	72	71	105	71	6	6	105	104	6	6	70	71	
Time-16	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-128.0	C-117.0	C-1.0	C-123.0	C-114.0	C-156.0	C-1.0	C-1.0	C-114.0	C-156.0	C-117.0	C-126.0	
Time-17	1	1	1	1	1	1	1	1	1	2920	1	1104	1273	1	3611	2920	1	3964	2867	1104	2867	1051	1049	1104	1	1051	1049	2698	2867	
Time-18	5	5	5	5	312	5	5	5	5	19	4	2145	2144	865	19	20	4	2201	2191	2145	2191	1143	1143	2145	2114	1143	1143	2165	2191	
Time-19	173	173	173	173	392	173	173	173	173	4939	977	5019	5019	476	4459	4939	977	655	655	5019	655	735	516	5019	5019	735	516	655	655	
Time-20	C-3.0	C-3.0	C-3.0	C-3.0	C-20.0	C-3.0	C-3.0	C-3.0	C-3.0	C-1.0	C-3.0	C-1.0	C-1.0	C-2.0	C-1.0	C-1.0	C-3.0	C-104.0	C-102.0	C-1.0	C-102.0	C-60.0	C-46.0	C-1.0	C-1.0	C-60.0	C-46.0	C-101.0	C-102.0	
Time-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Time-22	1164	235	109	100	1169	1108	17	1164	939	3290	1174	3480	2715	1285	3409	3290	1175	1116	1925	2705	1925	1340	357	2705	3514	1340	358	1915	1150	
Time-23	65	87	69	255	7	64	254	65	85	1443	196	193	1440	69	1395	1443	197	1332	86	1115	405	81	263	1437	193	81	266	86	1332	
Time-24	4587	4587	4587	4587	2965	5105	4587	5105	5105	2653	5106	1926	510	5105	2653	2670	5106	5498	6961	516	6958	4266	5364	510	1973	5105	5364	6961	5546	
Time-25	C-80.0	C-85.0	C-74.0	C-25.0	C-11.0	C-76.0	C-73.0	C-80.0	C-56.0	C-1.0	C-10.0	C-2.0	C-1.0	C-1.0	C-1.0	C-5.0	C-17.0	C-36.0	C-63.0	C-1.0	C-67.0	C-61.0	C-4.0	C-1.0	C-2.0	C-61.0	C-4.0	C-63.0	C-32.0	
Time-26	C-115.0	C-91.0	C-4.0	C-4.0	C-11.0	C-138.0	C-114.0	C-115.0	C-110.0	C-1.0	C-11.0	C-2.0	C-1.0	C-1.0	C-1.0	C-7.0	C-7.0	C-67.0	C-51.0	C-1.0	C-67.0	C-46.0	C-4.0	C-1.0	C-2.0	C-46.0	C-4.0	C-46.0	C-67.0	
Mockito-1	2	2	3	3	2	2373	2373	2	2	2104	2	2	2250	280	2802	2	13	2935	688	135	2859	2935	1229	2248	2	833	1239	686	2935	
Mockito-2	3	3	6	10	3	3	3	3	3	1268	3	361	665	27	1486	1259	8	1500	887	546	960	244	293	617	3	237	297	840	1141	
Mockito-3	1	1	3	11	1	1	1	1	1	1632	1	1	1462	1	2281	1616	3	2497	1040	959	1441	868	967	1437	1	845	969	1025	2497	
Mockito-4	5	5	5	5	635	5	5	5	10	1546	2	116	469	656	1632	5	2	1401	1323	63	1360	755	718	63	5	754	716	1301	1394	
Mockito-5	1433	1433	1433	1433	804	2425	1427	2421	2421	2151	2421	544	535	2421	2151	2161	2421	3794	3794	544	3794	1412	1475	544	544	2421	2247	3803	3794	
Mockito-6	1	1	11	11	884	2	2	1	384	1181	1	2	273	888	1181	1	11	1420	1414	282	1424	892	21	282	47	892	21	1396	1416	
Mockito-7	C-8.0	C-8.0	C-8.0	C-8.0	C-41.0	C-8.0	C-8.0	C-8.0	C-11.0	C-1.0	C-13.0	C-1.0	C-1.0	C-2.0	C-1.0	C-3.0	C-13.0	C-251.0	C-250.0	C-1.0	C-249.0	C-106.0	C-101.0	C-1.0	C-3.0	C-106.0	C-100.0	C-248.0	C-249.0	
Mockito-8	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-6.0	C-6.0	C-1.0	C-6.0	C-2.0	C-2.0	C-1.0	C-1.0	C-2.0	C-2.0	C-6.0	C-6.0	
Mockito-9	32	32	38	38	281	32	17	32	8	1757	68	1241	1297	503	1986	1757	68	1161	1096	1277	1099	619	610	1280	1215	619	610	1079	1135	
Mockito-10	27	28	28	28	282	27	28	27	29	1285	65	914	923	515	1517	1284	65	975	952	914	952	586	549	914	893	581	549	936	952	
Mockito-11	1	1	1	1	249	1	1	1	1	467	1	41	41	265	468	467	1	957	732	41	770	352	352	41	1	352	352	683	919	
Mockito-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-18	14	14	14	14	14	14	14	14	14	1070	275	1006	1006	141	912	1070	275	98	98	1006	98	36	35	1006	1006	36	35	98	98	
Mockito-19	19	19	19	19	15	19	19	19	19	1034	18	698	715	599	1614	1034	18	985	988	698	988	780	775	698	675	780	775	986	988	
Mockito-20	129	246	166	307	66	129	555	129	244	972	484	153	158	249	986	977	494	573	342	149	433	66	481	160	230	66	477	320	533	
Mockito-21	1	1	1	1	37	1	1	1	1	753	5	166	252	175	889	1	1	998	777	166	777	247	247	166	1	247	247	731	777	
Mockito-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Math-1	6	6	1	1	356	8	18	6	345	2006	9	304	548	469	2125	1	2	2527	2235	301	2235	2529	532	301	8	526	523	1987	2232	
Math-2	1	1	1	1	1	1	1	1	1	1937	1	850	884	1	2016	1937	1	1238	1224	850	1224	133	134	850	836	133	134	1191	1224	
Math-3	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-3.0	C-3.0	C-1.0	C-3.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-3.0	C-3.0	
Math-4	C-1.0	C-1.0	C-1.0	C-1.0	C-9.0	C-1.0	C-8.0	C-1.0	C-8.0	C-1.0	C-1.0	C-2.0	C-2.0	C-2.0	C-1.0	C-1.0	C-1.0	C-179.0	C-182.0	C-2.0	C-182.0	C-48.0	C-45.0	C-2.0	C-2.0	C-48.0	C-44.0	C-182.0	C-182.0	
Math-5	1	1	1	1	1	152	152	1	1	211	2	1	77	1	227	1	2	229	228	3	228	229	20	3	1	19	20	153	227	
Math-6	634	649	585	478	49	551	75	634	45	4435	596	70	207	14	4435	4845	721	1242	125	208	581	174	333	203	70	157	328	125	1293	
Math-7	8	8	8	8	8	8	8	8	8	1097	9	390	390	646	1097	1097	9	1785	1746	390	1746	953	954	390	390	953	954	1726	1746	
Math-8	4	4	4	4	4	681	681	4	4	848	6	73	260	89	931	4	6	968	893	30	893	968	123	30	4	123	123	708	936	
Math-9	1	1	1	1	1	1479	1479	1	1	2040	1	1	437	1	2120	1	1	2151	2120	32	2120	2151	113	32	1	112	113	1716	2119	
Math-10	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-66.0	C-66.0	C-2.0	C-66.0	C-5.0	C-5.0	C-2.0	C-1.0	C-5.0	C-5.0	C-66.0	C-66.0	
Math-11	3	3	3	3	3	3	3	3	3	6449	8	2639	3484	378	6818	6449	8	7005	4376	2639	4376	566	562	2639	9	566	562	3531	4376	
Math-12	C-3.0	C-3.0	C-6.0	C-10.0	C-1.0	C-3.0	C-2.0	C-3.0	C-1.0	C-1.0	C-3.0	C-11.0	C-11.0	C-1.0	C-1.0	C-2.0	C-3.0	C-4.0	C-4.0	C-11.0	C-4.0	C-3.0	C-66.0	C-11.0	C-12.0	C-3.0	C-66.0	C-4.0	C-4.0	
Math-13	
Math-14	63	63	63	63	69	63	63	63	63	2946	61	5514	5507	131	2946	2946	61	961	952	5514	952	100	100	5514	5490	100	100	938	952	
Math-15	6	6	6	6	6	6	6	6	6	2074	6	1709	1712	529	2597	2074	6	1166	1154	1709	1154	789	789	1709	1697	789	789	1151	1154	
Math-16	5	5	1	1	702	5	629	5	690	135	5	1002	1002	702	135	135	5	1380	1336	1002	1336	702	74	1002	880	702	74	1308	1332	
Math-17	95	95	95	95	95	64	64	95	95	1173	678	1126	1172	199	709	1173	678	135	92	1126	92	46	34	1126	1083	46	34	47	92	
Math-18	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-260.0	C-257.0	C-1.0	C-257.0	C-128.0	C-128.0	C-1.0	C-1.0	C-128.0	C-128.0	C-255.0	C-257.0	
Math-19	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-180.0	C-177.0	C-1.0	C-177.0	C-32.0	C-32.0	C-1.0	C-1.0	C-32.0	C-32.0	C-175.0	C-177.0	
Math-20	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-261.0	C-258.0	C-1.0	C-258.0	C-125.0	C-125.0	C-1.0	C-1.0	C-125.0	C-125.0	C-256.0	C-258.0	
Math-21	2	2	4	7	2	2	2	2	2	5163	4	3	3683	103	5272	5163	4	5329	1846	3088	2241	165	175	3484	2	165	175	1646	5326	
Math-22	1	1	1	1	53	1	1	1	53	2015	1	1	363	204	2165	1	1	2302	2278	25	2278	2302	288	25	1	288	288	1940	2276	
Math-23	28	28	28	28	28	28	28	28	28	1527	27	745	734	228	1527	1527	27	1399	1262	745	1262	280	280	745	752	280	280	1182	1262	
Math-24	27	27	27	27	27	27	27	27	27	1513	30	745	733	223	1513	1517	30	1400	1290	745	1290	286	286	745	754	286	286	1244	1290	
Math-25	C-6.0	C-6.0	C-6.0	C-6.0	C-11.0	C-6.0	C-6.0	C-6.0	C-6.0	C-1.0	C-6.0	C-8.0	C-6.0	C-2.0	C-1.0	C-1.0	C-6.0	C-21.0	C-21.0	C-8.0	C-21.0	C-6.0	C-6.0	C-8.0	C-9.0	C-6.0	C-6.0	C-23.0	C-21.0	
Math-26	24	24	24	24	24	22	22	24	24	1933	32	1455	1472	320	2225	1933	32	876	855	1455	855	409	406	1455	1434	405	406	852	855	
Math-27	1	1	1	1	1	1	1	1	1	1879	1	284	511	1	1914	1	1	1944	1661	284	1661	1944	66	284	1	66	66	1434	1661	
Math-28	3	3	3	3	3	11	11	3	3	5513	4	2736	3275	278	5760	5513	4	2534	2337	2736	2337	392	393	2736	460	392	393	2186	2337	
Math-29	6	6	6	6	190	6	130	6	166	3185	2	6	1354	194	3187	6	2	3374	2023	832	2545	3375	193	832	6	196	184	1594	2544	
Math-30	9	9	9	9	9	9	9	9	9	2392	1	463	792	261	2611	9	1	2722	2271	463	2271	2718	334	463	10	333	334	1935	2271	
Math-31	109	109	146	146	30	108	177	109	30	1734	107	66	67	162	1734	1735	106	347	337	66	338	259	351	67	67	259	351	314	343	
Math-32	4	4	4	4	4	3066	3066	4	4	2509	6	326	1187	936	3438	4	6	3904	3575	154	3575	3904	1398	154	4	1398	1398	2717	3747	
Math-33	32	32	32	32	32	32	32	32	32	5357	22	3948	4044	278	5607	5357	22	1924	1795	3948	1795	384	383	3948	3821	384	383	1699	1795	
Math-34	3	3	3	3	3	3	3	3	3	158	1	57	100	21	176	3	1	188	134	57	134	188	31	57	3	31	31	87	134	
Math-35	3	3	3	3	3	3	3	3	3	501	1	15	141	3	508	501	1	465	368	94	365	2	4	117	3	2	4	364	387	
Math-36	2	2	2	2	355	2	2	2	37	285	1	85	129	355	286	2	1	385	385	85	385	356	320	85	2	355	320	380	385	
Math-37	13	13	11	11	256	13	76	13	208	1492	13	13	810	249	1488	11	11	1730	1243	388	1355	1732	253	500	13	251	251	933	1730	
Math-38	7	7	7	7	7	3466	1554	7	7	3340	6	154	151	192	3340	7	6	4684	4668	174	4668	1891	276	174	7	271	276	2948	4688	
Math-39	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-1.0	C-6.0	C-2.0	C-2.0	C-1.0	C-1.0	C-1.0	C-6.0	C-121.0	C-121.0	C-2.0	C-121.0	C-51.0	C-51.0	C-2.0	C-2.0	C-51.0	C-51.0	C-120.0	C-121.0	
