metrics:	ochiai	ochiai2	tarantula	barinel	opt	dstar	meco	sgf_1	sgf_2	fo1	fo2	fo3	fo4	fo5	fo6	fo7	fo8	fo9	fo10	fo12	fo13	fo14	fo15	fo16	fo17	fo19	fo20	fo21	fo22	
Jsoup-89	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	1.0	5.0	16.0	16.0	1.0	1.0	1.0	5.0	49.0	49.0	16.0	49.0	6.0	6.0	16.0	16.0	6.0	6.0	48.0	49.0	
Jsoup-90	C-16.0	C-16.0	C-16.0	C-16.0	C-16.0	C-15.0	C-15.0	C-16.0	C-16.0	C-1.0	C-16.0	C-1.0	C-1.0	C-2.0	C-1.0	C-2.0	C-16.0	C-148.0	C-150.0	C-1.0	C-150.0	C-15.0	C-16.0	C-1.0	C-2.0	C-16.0	C-16.0	C-150.0	C-150.0	
Jsoup-91	122.0	132.0	122.0	127.0	85.0	119.0	137.0	122.0	137.0	73.0	42.0	127.0	141.0	1.0	4.0	73.0	42.0	185.0	171.0	131.0	176.0	68.0	98.0	137.0	124.0	68.0	98.0	168.0	181.0	
Jsoup-92	95.0	85.0	85.0	88.0	82.0	91.0	98.0	95.0	75.0	219.0	152.0	364.0	384.0	2.0	4.0	219.0	154.0	29.0	1.0	384.0	1.0	3.0	67.0	384.0	355.0	3.0	69.0	1.0	21.0	
Jsoup-93	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-320.0	C-317.0	C-1.0	C-317.0	C-181.0	C-181.0	C-1.0	C-1.0	C-181.0	C-181.0	C-315.0	C-317.0	
JacksonXml-1	27.0	9.0	1.0	1.0	140.0	126.0	21.0	27.0	120.0	8.0	59.0	103.0	12.0	15.0	3.0	7.0	2.0	68.0	152.0	1.0	158.0	137.0	109.0	4.0	113.0	135.0	64.0	144.0	78.0	
JacksonXml-2	71.0	22.0	15.0	21.0	78.0	90.0	12.0	71.0	63.0	57.0	72.0	63.0	72.0	11.0	6.0	52.0	77.0	49.0	65.0	44.0	51.0	61.0	44.0	68.0	63.0	64.0	48.0	65.0	27.0	
JacksonXml-3	37.0	14.0	1.0	1.0	82.0	81.0	9.0	37.0	81.0	2.0	52.0	52.0	4.0	16.0	2.0	3.0	1.0	52.0	109.0	1.0	106.0	93.0	94.0	1.0	58.0	94.0	43.0	107.0	58.0	
JacksonXml-4	92.0	47.0	1.0	1.0	140.0	136.0	23.0	92.0	127.0	2.0	102.0	102.0	4.0	19.0	2.0	9.0	1.0	62.0	168.0	1.0	162.0	141.0	148.0	1.0	108.0	148.0	47.0	166.0	66.0	
JacksonXml-5	139.0	130.0	11.0	9.0	159.0	158.0	31.0	138.0	143.0	4.0	145.0	124.0	8.0	19.0	2.0	13.0	125.0	59.0	187.0	7.0	179.0	161.0	48.0	5.0	134.0	170.0	27.0	185.0	68.0	
JacksonXml-6	C-7.0	C-6.0	C-1.0	C-1.0	C-16.0	C-4.0	C-2.0	C-7.0	C-2.0	C-1.0	C-17.0	C-16.0	C-1.0	C-5.0	C-1.0	C-10.0	C-1.0	C-2.0	C-15.0	C-1.0	C-3.0	C-10.0	C-1.0	C-1.0	C-16.0	C-15.0	C-1.0	C-15.0	C-3.0	
JacksonDatabind-1	C-13.0	C-12.0	C-1.0	C-1.0	C-340.0	C-232.0	C-40.0	C-12.0	C-105.0	C-1.0	C-81.0	C-81.0	C-1.0	C-10.0	C-1.0	C-4.0	C-1.0	C-73.0	C-356.0	C-1.0	C-285.0	C-339.0	C-10.0	C-1.0	C-96.0	C-341.0	C-10.0	C-355.0	C-77.0	
JacksonDatabind-2	775.0	741.0	56.0	59.0	989.0	919.0	179.0	773.0	937.0	1.0	844.0	314.0	3.0	27.0	1.0	10.0	807.0	734.0	1108.0	6.0	1095.0	1035.0	243.0	4.0	376.0	1042.0	206.0	1106.0	775.0	
JacksonDatabind-3	34.0	37.0	1.0	1.0	863.0	768.0	162.0	34.0	833.0	1.0	263.0	263.0	2.0	27.0	1.0	7.0	1.0	674.0	1005.0	1.0	1004.0	921.0	929.0	1.0	316.0	929.0	667.0	1005.0	738.0	
JacksonDatabind-4	753.0	608.0	39.0	35.0	1005.0	936.0	198.0	751.0	963.0	1.0	816.0	366.0	2.0	28.0	1.0	13.0	741.0	690.0	1126.0	2.0	1119.0	1043.0	316.0	2.0	427.0	1053.0	242.0	1125.0	748.0	
JacksonDatabind-5	842.0	847.0	78.0	80.0	992.0	930.0	205.0	839.0	941.0	12.0	914.0	396.0	27.0	28.0	2.0	22.0	898.0	692.0	1109.0	39.0	1094.0	1039.0	161.0	28.0	443.0	1049.0	145.0	1111.0	737.0	
JacksonDatabind-6	28.0	29.0	4.0	3.0	870.0	733.0	122.0	28.0	825.0	1.0	224.0	334.0	3.0	28.0	1.0	7.0	3.0	686.0	1064.0	4.0	1060.0	980.0	635.0	4.0	364.0	974.0	448.0	1055.0	724.0	
JacksonDatabind-7	718.0	481.0	29.0	23.0	1001.0	940.0	208.0	714.0	952.0	5.0	786.0	390.0	10.0	28.0	2.0	14.0	668.0	718.0	1138.0	12.0	1128.0	1054.0	398.0	8.0	424.0	1063.0	281.0	1137.0	753.0	
JacksonDatabind-8	349.0	137.0	4.0	3.0	1070.0	967.0	194.0	349.0	1016.0	3.0	514.0	274.0	6.0	26.0	2.0	7.0	6.0	889.0	1233.0	3.0	1230.0	1150.0	583.0	3.0	340.0	1155.0	370.0	1231.0	958.0	
JacksonDatabind-9	962.0	1034.0	548.0	317.0	1048.0	996.0	271.0	962.0	1015.0	49.0	1037.0	469.0	134.0	26.0	2.0	61.0	1037.0	624.0	1039.0	176.0	1001.0	1038.0	61.0	141.0	554.0	1050.0	61.0	1047.0	708.0	
JacksonDatabind-10	833.0	799.0	61.0	67.0	1016.0	948.0	204.0	833.0	980.0	1.0	908.0	251.0	1.0	26.0	1.0	8.0	883.0	823.0	1157.0	1.0	1145.0	1080.0	214.0	1.0	315.0	1086.0	189.0	1156.0	882.0	
JacksonDatabind-11	256.0	199.0	63.0	75.0	372.0	251.0	152.0	256.0	160.0	86.0	419.0	329.0	66.0	13.0	3.0	87.0	438.0	581.0	508.0	71.0	537.0	479.0	386.0	62.0	379.0	480.0	345.0	501.0	518.0	
JacksonDatabind-12	911.0	981.0	865.0	511.0	861.0	900.0	464.0	904.0	798.0	362.0	960.0	1113.0	475.0	25.0	5.0	375.0	966.0	35.0	681.0	573.0	581.0	714.0	121.0	477.0	1124.0	727.0	127.0	683.0	40.0	
JacksonDatabind-13	C-22.0	C-21.0	C-25.0	C-25.0	C-11.0	C-20.0	C-22.0	C-22.0	C-362.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-8.0	C-1.0	C-183.0	C-1.0	C-129.0	C-118.0	C-117.0	C-1.0	C-1.0	C-130.0	C-118.0	C-183.0	C-1.0	
JacksonDatabind-14	520.0	302.0	16.0	9.0	1082.0	988.0	205.0	517.0	1039.0	4.0	714.0	286.0	8.0	25.0	2.0	10.0	324.0	907.0	1245.0	5.0	1242.0	1165.0	849.0	5.0	343.0	1171.0	460.0	1243.0	964.0	
JacksonDatabind-15	583.0	356.0	22.0	14.0	1030.0	928.0	189.0	579.0	976.0	1.0	727.0	194.0	1.0	25.0	1.0	9.0	492.0	875.0	1164.0	1.0	1153.0	1092.0	209.0	1.0	279.0	1098.0	191.0	1166.0	941.0	
JacksonDatabind-16	123.0	289.0	395.0	963.0	137.0	105.0	905.0	122.0	130.0	1060.0	155.0	137.0	1085.0	6.0	23.0	1066.0	175.0	1065.0	114.0	1179.0	17.0	53.0	943.0	1088.0	136.0	59.0	961.0	118.0	1062.0	
JacksonDatabind-17	C-6.0	C-6.0	C-18.0	C-15.0	C-46.0	C-6.0	C-6.0	C-6.0	C-3.0	C-1.0	C-3.0	C-6.0	C-1.0	C-2.0	C-1.0	C-13.0	C-18.0	C-2.0	C-117.0	C-1.0	C-36.0	C-102.0	C-45.0	C-1.0	C-6.0	C-126.0	C-42.0	C-98.0	C-2.0	
JacksonDatabind-18	221.0	103.0	35.0	35.0	890.0	576.0	105.0	221.0	836.0	1.0	470.0	269.0	1.0	25.0	1.0	11.0	363.0	827.0	1215.0	1.0	1218.0	1075.0	817.0	1.0	371.0	1055.0	710.0	1201.0	903.0	
JacksonDatabind-19	342.0	178.0	220.0	396.0	494.0	337.0	466.0	342.0	209.0	582.0	475.0	781.0	621.0	17.0	12.0	576.0	489.0	496.0	626.0	636.0	603.0	589.0	675.0	618.0	744.0	583.0	689.0	623.0	461.0	
JacksonDatabind-20	C-1064.0	C-1170.0	C-963.0	C-1169.0	C-1171.0	C-1112.0	C-1160.0	C-1060.0	C-1123.0	C-1.0	C-1166.0	C-324.0	C-1.0	C-29.0	C-1.0	C-8.0	C-1165.0	C-427.0	C-964.0	C-1.0	C-911.0	C-1159.0	C-1165.0	C-1.0	C-392.0	C-1166.0	C-1166.0	C-986.0	C-473.0	
JacksonDatabind-21	C-35.0	C-39.0	C-4.0	C-4.0	C-11.0	C-32.0	C-29.0	C-35.0	C-39.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-6.0	C-32.0	C-1.0	C-1.0	C-2.0	C-2.0	C-9.0	C-1.0	C-1.0	C-2.0	C-9.0	C-1.0	C-25.0	
JacksonDatabind-22	514.0	323.0	151.0	198.0	388.0	545.0	161.0	514.0	398.0	1.0	494.0	186.0	1.0	15.0	1.0	10.0	506.0	172.0	315.0	1.0	75.0	320.0	159.0	1.0	242.0	321.0	159.0	316.0	147.0	
JacksonDatabind-23	C-132.0	C-1163.0	C-706.0	C-1160.0	C-1.0	C-94.0	C-1154.0	C-131.0	C-1123.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-9.0	C-978.0	C-15.0	C-1.0	C-1097.0	C-1154.0	C-1154.0	C-1.0	C-1.0	C-391.0	C-1161.0	C-5.0	C-1044.0	
JacksonDatabind-24	653.0	495.0	38.0	33.0	897.0	816.0	203.0	651.0	862.0	7.0	737.0	182.0	15.0	27.0	2.0	14.0	670.0	845.0	1063.0	14.0	1059.0	975.0	318.0	14.0	232.0	982.0	251.0	1063.0	893.0	
JacksonDatabind-25	851.0	740.0	54.0	43.0	1104.0	1020.0	220.0	848.0	1067.0	1.0	925.0	260.0	7.0	28.0	1.0	10.0	890.0	912.0	1268.0	11.0	1262.0	1180.0	303.0	10.0	371.0	1187.0	268.0	1266.0	1005.0	
JacksonDatabind-26	C-53.0	C-58.0	C-40.0	C-34.0	C-523.0	C-59.0	C-23.0	C-52.0	C-411.0	C-1.0	C-329.0	C-234.0	C-1.0	C-18.0	C-1.0	C-10.0	C-240.0	C-14.0	C-511.0	C-1.0	C-382.0	C-510.0	C-130.0	C-1.0	C-313.0	C-513.0	C-129.0	C-511.0	C-15.0	
JacksonDatabind-27	546.0	302.0	14.0	8.0	1154.0	1050.0	234.0	542.0	1111.0	4.0	693.0	248.0	8.0	28.0	2.0	11.0	319.0	971.0	1323.0	6.0	1320.0	1229.0	920.0	5.0	357.0	1236.0	546.0	1323.0	1082.0	
JacksonDatabind-28	C-815.0	C-663.0	C-34.0	C-26.0	C-1100.0	C-1018.0	C-217.0	C-813.0	C-1063.0	C-1.0	C-898.0	C-346.0	C-1.0	C-31.0	C-1.0	C-10.0	C-771.0	C-518.0	C-1035.0	C-1.0	C-984.0	C-1106.0	C-42.0	C-1.0	C-409.0	C-1118.0	C-42.0	C-1050.0	C-557.0	
JacksonDatabind-29	482.0	230.0	33.0	26.0	1043.0	896.0	157.0	482.0	1000.0	45.0	615.0	399.0	34.0	29.0	3.0	38.0	468.0	893.0	1294.0	26.0	1293.0	1196.0	764.0	27.0	429.0	1189.0	617.0	1288.0	920.0	
JacksonDatabind-30	42.0	43.0	1.0	1.0	780.0	418.0	38.0	42.0	677.0	2.0	367.0	367.0	4.0	25.0	2.0	8.0	1.0	953.0	1093.0	1.0	1172.0	923.0	876.0	1.0	415.0	913.0	838.0	1068.0	942.0	
JacksonDatabind-31	481.0	307.0	35.0	27.0	699.0	620.0	106.0	481.0	634.0	1.0	626.0	259.0	1.0	26.0	1.0	11.0	600.0	593.0	871.0	1.0	867.0	744.0	281.0	1.0	321.0	744.0	282.0	859.0	604.0	
JacksonDatabind-32	1123.0	1226.0	1008.0	1225.0	1230.0	1160.0	1216.0	1121.0	1185.0	1.0	1221.0	361.0	5.0	31.0	1.0	11.0	1221.0	881.0	1303.0	9.0	1295.0	1212.0	1221.0	7.0	428.0	1222.0	1221.0	1306.0	946.0	
JacksonDatabind-33	C-42.0	C-43.0	C-6.0	C-4.0	C-1.0	C-43.0	C-33.0	C-42.0	C-23.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-7.0	C-35.0	C-2.0	C-1.0	C-2.0	C-17.0	C-14.0	C-1.0	C-1.0	C-16.0	C-14.0	C-1.0	C-33.0	
JacksonDatabind-34	40.0	40.0	1.0	1.0	1108.0	1009.0	191.0	40.0	1057.0	2.0	319.0	319.0	4.0	27.0	2.0	7.0	1.0	918.0	1285.0	1.0	1284.0	1191.0	1194.0	1.0	371.0	1196.0	878.0	1281.0	967.0	
JacksonDatabind-35	55.0	51.0	1.0	1.0	1143.0	1046.0	257.0	54.0	1087.0	1.0	367.0	367.0	4.0	29.0	1.0	7.0	1.0	809.0	1285.0	1.0	1268.0	1210.0	188.0	1.0	426.0	1219.0	178.0	1286.0	877.0	
JacksonDatabind-36	C-40.0	C-39.0	C-1.0	C-1.0	C-1.0	C-127.0	C-188.0	C-40.0	C-907.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-1.0	C-693.0	C-3.0	C-1.0	C-973.0	C-994.0	C-104.0	C-1.0	C-1.0	C-319.0	C-98.0	C-2.0	C-719.0	
JacksonDatabind-37	642.0	404.0	62.0	54.0	1068.0	915.0	165.0	641.0	1024.0	68.0	799.0	428.0	50.0	27.0	3.0	63.0	665.0	897.0	1305.0	51.0	1298.0	1198.0	594.0	44.0	457.0	1193.0	460.0	1303.0	923.0	
JacksonDatabind-38	17.0	17.0	1.0	1.0	1046.0	668.0	114.0	17.0	988.0	2.0	85.0	380.0	4.0	29.0	2.0	5.0	1.0	941.0	1360.0	1.0	1373.0	1297.0	1300.0	1.0	407.0	1261.0	901.0	1347.0	978.0	
JacksonDatabind-39	827.0	687.0	37.0	27.0	1146.0	1050.0	230.0	822.0	1103.0	6.0	901.0	402.0	12.0	31.0	2.0	14.0	807.0	889.0	1322.0	13.0	1317.0	1229.0	433.0	11.0	445.0	1237.0	341.0	1323.0	931.0	
JacksonDatabind-40	C-352.0	C-177.0	C-168.0	C-353.0	C-385.0	C-362.0	C-303.0	C-352.0	C-220.0	C-1.0	C-439.0	C-326.0	C-1.0	C-16.0	C-1.0	C-10.0	C-449.0	C-11.0	C-371.0	C-1.0	C-273.0	C-370.0	C-47.0	C-1.0	C-370.0	C-370.0	C-47.0	C-371.0	C-51.0	
JacksonDatabind-41	41.0	42.0	1.0	1.0	989.0	908.0	200.0	41.0	966.0	2.0	310.0	310.0	4.0	29.0	2.0	7.0	1.0	831.0	1173.0	1.0	1170.0	1076.0	1081.0	1.0	342.0	1082.0	773.0	1172.0	864.0	
JacksonDatabind-42	C-42.0	C-41.0	C-1.0	C-1.0	C-160.0	C-21.0	C-203.0	C-42.0	C-11.0	C-1.0	C-176.0	C-164.0	C-1.0	C-9.0	C-1.0	C-8.0	C-1.0	C-685.0	C-175.0	C-1.0	C-224.0	C-132.0	C-101.0	C-1.0	C-164.0	C-135.0	C-101.0	C-175.0	C-707.0	
JacksonDatabind-43	63.0	55.0	48.0	71.0	775.0	325.0	45.0	63.0	672.0	287.0	394.0	401.0	220.0	25.0	6.0	258.0	282.0	920.0	1131.0	143.0	1215.0	970.0	834.0	198.0	410.0	961.0	787.0	1103.0	901.0	
JacksonDatabind-44	C-175.0	C-278.0	C-73.0	C-66.0	C-1.0	C-150.0	C-194.0	C-175.0	C-126.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-9.0	C-338.0	C-18.0	C-1.0	C-36.0	C-129.0	C-256.0	C-1.0	C-1.0	C-129.0	C-257.0	C-13.0	C-343.0	
JacksonDatabind-45	448.0	176.0	5.0	4.0	1156.0	1065.0	216.0	447.0	1126.0	3.0	555.0	368.0	6.0	30.0	2.0	9.0	6.0	935.0	1344.0	3.0	1337.0	1251.0	1252.0	3.0	411.0	1257.0	704.0	1341.0	978.0	
JacksonDatabind-46	43.0	41.0	1.0	1.0	936.0	858.0	202.0	43.0	912.0	2.0	289.0	289.0	4.0	31.0	2.0	8.0	1.0	791.0	1123.0	1.0	1118.0	1030.0	1036.0	1.0	332.0	1036.0	748.0	1121.0	835.0	
JacksonDatabind-47	18.0	19.0	1.0	1.0	1132.0	967.0	170.0	18.0	1091.0	10.0	159.0	417.0	13.0	33.0	3.0	5.0	2.0	931.0	1369.0	1.0	1368.0	1282.0	918.0	6.0	439.0	1272.0	731.0	1362.0	950.0	
JacksonDatabind-48	295.0	481.0	580.0	926.0	166.0	265.0	1009.0	294.0	285.0	832.0	165.0	148.0	925.0	7.0	15.0	841.0	186.0	192.0	156.0	1139.0	111.0	107.0	632.0	926.0	148.0	109.0	651.0	156.0	141.0	
JacksonDatabind-49	578.0	313.0	71.0	78.0	977.0	856.0	125.0	576.0	932.0	169.0	754.0	474.0	102.0	29.0	4.0	160.0	674.0	875.0	1275.0	93.0	1267.0	1116.0	601.0	91.0	492.0	1107.0	521.0	1264.0	892.0	
JacksonDatabind-50	603.0	291.0	46.0	47.0	1044.0	930.0	177.0	602.0	953.0	13.0	718.0	540.0	30.0	29.0	2.0	22.0	616.0	670.0	1110.0	38.0	1117.0	1028.0	200.0	29.0	571.0	1036.0	177.0	1102.0	661.0	
JacksonDatabind-51	876.0	707.0	264.0	342.0	942.0	917.0	366.0	876.0	845.0	488.0	981.0	985.0	531.0	29.0	7.0	493.0	984.0	516.0	967.0	536.0	953.0	925.0	433.0	529.0	980.0	930.0	436.0	965.0	510.0	
JacksonDatabind-52	596.0	307.0	51.0	55.0	1123.0	928.0	166.0	596.0	1063.0	143.0	707.0	538.0	91.0	31.0	4.0	135.0	634.0	913.0	1394.0	75.0	1396.0	1251.0	750.0	79.0	561.0	1243.0	677.0	1384.0	934.0	
JacksonDatabind-53	279.0	175.0	35.0	32.0	1.0	250.0	135.0	279.0	1019.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	8.0	848.0	18.0	1.0	822.0	389.0	371.0	1.0	1.0	323.0	349.0	9.0	873.0	
JacksonDatabind-54	805.0	763.0	41.0	35.0	651.0	766.0	237.0	805.0	518.0	7.0	793.0	452.0	15.0	22.0	2.0	13.0	810.0	103.0	594.0	17.0	470.0	590.0	336.0	14.0	495.0	594.0	293.0	595.0	100.0	
JacksonDatabind-55	1012.0	1061.0	114.0	105.0	1195.0	1127.0	251.0	1012.0	1152.0	16.0	1106.0	468.0	35.0	32.0	2.0	22.0	1099.0	863.0	1324.0	46.0	1309.0	1246.0	167.0	35.0	494.0	1252.0	160.0	1325.0	890.0	
JacksonDatabind-56	C-50.0	C-114.0	C-13.0	C-8.0	C-179.0	C-33.0	C-230.0	C-50.0	C-18.0	C-1.0	C-198.0	C-181.0	C-1.0	C-8.0	C-1.0	C-9.0	C-220.0	C-683.0	C-191.0	C-1.0	C-239.0	C-135.0	C-59.0	C-1.0	C-181.0	C-137.0	C-59.0	C-191.0	C-726.0	
JacksonDatabind-57	106.0	41.0	1.0	1.0	1225.0	1137.0	240.0	106.0	1186.0	2.0	409.0	409.0	4.0	32.0	2.0	6.0	1.0	945.0	1398.0	1.0	1394.0	1305.0	1308.0	1.0	455.0	1309.0	901.0	1397.0	990.0	
JacksonDatabind-58	1.0	1.0	1.0	1.0	222.0	1.0	1.0	1.0	1.0	1.0	1.0	233.0	233.0	1.0	1.0	1.0	1.0	150.0	150.0	233.0	150.0	1.0	1.0	233.0	233.0	1.0	1.0	150.0	150.0	
JacksonDatabind-59	155.0	155.0	155.0	155.0	155.0	154.0	154.0	155.0	155.0	199.0	198.0	401.0	403.0	1.0	2.0	199.0	198.0	253.0	249.0	401.0	249.0	129.0	129.0	401.0	398.0	129.0	129.0	248.0	249.0	
JacksonDatabind-60	1.0	1.0	1.0	1.0	1.0	553.0	593.0	1.0	1.0	9.0	1.0	1.0	13.0	1.0	3.0	1.0	2.0	712.0	706.0	1.0	711.0	545.0	543.0	6.0	1.0	537.0	544.0	700.0	709.0	
JacksonDatabind-61	89.0	89.0	89.0	89.0	89.0	88.0	88.0	89.0	89.0	112.0	111.0	229.0	232.0	1.0	2.0	112.0	111.0	350.0	348.0	229.0	348.0	279.0	279.0	229.0	228.0	279.0	279.0	346.0	348.0	
JacksonDatabind-62	C-7.0	C-7.0	C-7.0	C-7.0	C-7.0	C-6.0	C-6.0	C-7.0	C-7.0	C-1.0	C-7.0	C-1.0	C-1.0	C-1.0	C-1.0	C-3.0	C-7.0	C-324.0	C-323.0	C-1.0	C-323.0	C-141.0	C-141.0	C-1.0	C-3.0	C-141.0	C-141.0	C-321.0	C-323.0	
JacksonDatabind-63	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-368.0	C-368.0	C-1.0	C-368.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-368.0	C-368.0	
JacksonDatabind-64	5.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	8.0	7.0	14.0	17.0	1.0	2.0	8.0	7.0	575.0	573.0	14.0	573.0	261.0	261.0	14.0	12.0	261.0	261.0	570.0	573.0	
JacksonDatabind-65	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	359.0	359.0	1.0	359.0	1.0	1.0	1.0	1.0	1.0	1.0	359.0	359.0	
JacksonDatabind-66	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-5.0	C-5.0	C-6.0	C-6.0	C-1.0	C-6.0	C-1.0	C-1.0	C-1.0	C-1.0	C-3.0	C-6.0	C-449.0	C-446.0	C-1.0	C-446.0	C-233.0	C-233.0	C-1.0	C-4.0	C-233.0	C-233.0	C-445.0	C-446.0	
JacksonDatabind-67	6.0	6.0	6.0	6.0	6.0	5.0	5.0	6.0	6.0	1.0	6.0	1.0	1.0	1.0	1.0	3.0	6.0	590.0	588.0	1.0	588.0	227.0	227.0	1.0	4.0	227.0	227.0	586.0	588.0	
JacksonDatabind-68	3.0	3.0	1.0	1.0	286.0	2.0	15.0	3.0	141.0	1.0	3.0	3.0	1.0	2.0	1.0	3.0	1.0	525.0	523.0	1.0	522.0	296.0	75.0	1.0	4.0	300.0	75.0	520.0	521.0	
JacksonDatabind-69	4.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	1.0	4.0	1.0	1.0	1.0	1.0	3.0	4.0	182.0	178.0	1.0	178.0	78.0	78.0	1.0	4.0	78.0	78.0	172.0	178.0	
JacksonDatabind-70	13.0	13.0	13.0	13.0	13.0	12.0	12.0	13.0	13.0	22.0	21.0	55.0	58.0	1.0	2.0	22.0	21.0	545.0	542.0	55.0	542.0	210.0	210.0	55.0	53.0	210.0	210.0	539.0	542.0	
JacksonDatabind-71	1.0	1.0	1.0	1.0	103.0	1.0	1.0	1.0	1.0	1.0	1.0	104.0	104.0	1.0	1.0	1.0	1.0	259.0	259.0	104.0	259.0	1.0	1.0	104.0	104.0	1.0	1.0	259.0	259.0	
JacksonDatabind-72	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-383.0	C-383.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-571.0	C-572.0	C-1.0	C-572.0	C-292.0	C-293.0	C-1.0	C-1.0	C-293.0	C-293.0	C-571.0	C-572.0	
JacksonDatabind-73	1.0	1.0	1.0	1.0	527.0	1.0	1.0	1.0	1.0	1.0	1.0	186.0	186.0	1.0	1.0	1.0	1.0	239.0	239.0	186.0	239.0	1.0	1.0	186.0	186.0	1.0	1.0	239.0	239.0	
JacksonDatabind-74	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	C-514.0	C-512.0	C-1.0	C-512.0	C-215.0	C-215.0	C-1.0	C-2.0	C-215.0	C-215.0	C-510.0	C-512.0	
JacksonDatabind-75	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	1.0	11.0	1.0	1.0	1.0	1.0	2.0	11.0	585.0	581.0	1.0	581.0	250.0	250.0	1.0	2.0	250.0	250.0	578.0	581.0	
JacksonDatabind-76	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	426.0	426.0	1.0	426.0	1.0	1.0	1.0	1.0	1.0	1.0	426.0	426.0	
JacksonDatabind-77	C-3.0	C-3.0	C-3.0	C-3.0	C-3.0	C-2.0	C-2.0	C-3.0	C-3.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	C-34.0	C-3.0	C-1.0	C-3.0	C-3.0	C-3.0	C-1.0	C-2.0	C-3.0	C-3.0	C-3.0	C-3.0	
JacksonDatabind-78	C-3.0	C-3.0	C-3.0	C-3.0	C-3.0	C-2.0	C-2.0	C-3.0	C-3.0	C-1.0	C-3.0	C-1.0	C-1.0	C-1.0	C-1.0	C-3.0	C-3.0	C-51.0	C-32.0	C-1.0	C-32.0	C-23.0	C-23.0	C-1.0	C-3.0	C-23.0	C-23.0	C-23.0	C-32.0	
JacksonDatabind-79	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	380.0	380.0	1.0	380.0	1.0	1.0	1.0	1.0	1.0	1.0	380.0	380.0	
JacksonDatabind-80	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	11.0	50.0	50.0	1.0	1.0	1.0	11.0	439.0	436.0	50.0	436.0	39.0	39.0	50.0	50.0	39.0	39.0	434.0	436.0	
JacksonDatabind-81	249.0	249.0	249.0	249.0	415.0	249.0	249.0	249.0	249.0	1.0	233.0	251.0	251.0	2.0	1.0	2.0	233.0	11.0	29.0	251.0	29.0	232.0	233.0	251.0	253.0	233.0	233.0	46.0	29.0	
JacksonDatabind-82	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	8.0	7.0	18.0	20.0	1.0	2.0	8.0	7.0	608.0	607.0	18.0	607.0	306.0	306.0	18.0	15.0	306.0	306.0	605.0	607.0	
JacksonDatabind-83	6.0	6.0	6.0	6.0	6.0	5.0	5.0	6.0	6.0	7.0	6.0	11.0	14.0	1.0	2.0	7.0	6.0	618.0	618.0	11.0	618.0	224.0	224.0	11.0	9.0	224.0	224.0	616.0	618.0	
JacksonDatabind-84	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-395.0	C-395.0	C-1.0	C-395.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-395.0	C-395.0	
